PlanetName,HostName,NumOfStars,NumOfPlanets,DiscoveryMethod,DiscoveryYear,DiscoveryFacility,ControversialFlag,OrbitalPeriod,OrbitSemi-MajorAxis,Eccentricity,EquilibriumTemperature,StellarEffectiveTemperature,StellarMetallicity,StellarSurfaceGravity,RightAscension,Declination,DistancetoPlanetarySystem,StellarBrightnessGaia,PlanetMass,StellarMass,PlanetRadiusKm,StellarRadiusKm,PlanetGravity,StellarVolume,StellarDensity
Kepler-1718 b,Kepler-1718,1,1,Transit,2021,Kepler,0,135.1879934,0.4878,0.0,345.0,5731.0,-0.32,4.45,292.2349191,42.9094618,375.522,12.735,1.6848857332820865e+30,1.6902249999999998e+30,14780.72,633087.0,514736537273.5016,1.0628666894192566e+18,1590251173384.2441
Kepler-1719 b,Kepler-1719,1,1,Transit,2021,Kepler,0,6.14955299,0.0674,0.0,1287.0,5687.0,0.04,3.97,284.7068546,38.9367566,905.406,13.3258,2.1478992286183614e+30,2.14758e+30,22107.370000000003,1231389.0,293322559501.76117,7.821218492707936e+18,274583813507.1003
Kepler-1719 b,Kepler-1719,1,1,Transit,2021,Kepler,0,6.14955931,0.0674,0.0,1287.0,5687.0,0.04,3.97,284.7068546,38.9367566,905.406,13.3258,2.1478948137601693e+30,2.14758e+30,20769.46,1231389.0,332329062741.85693,7.821218492707936e+18,274583813507.1003
Kepler-172 b,Kepler-172,1,4,Transit,2014,Kepler,0,2.94030411,0.0389,0.0,1253.0,5583.0,0.02,4.39,283.3684093,41.821839,828.592,14.5369,1.8062822354007348e+30,1.7896500000000001e+30,14079.91,702657.0,608123206574.6473,1.4531777536228828e+18,1231542387390.8518
Kepler-172 b,Kepler-172,1,4,Transit,2014,Kepler,0,2.94030482,0.0397,0.0,1256.0,5527.0,0.26,4.38,283.3684093,41.821839,828.592,14.5369,1.9200304543817313e+30,1.90896e+30,16500.89,730485.0,470651126613.0708,1.632760617564857e+18,1169160977710.9114
Kepler-172 c,Kepler-172,1,4,Transit,2014,Kepler,0,6.38901755,0.0652,0.0,968.0,5583.0,0.02,4.39,283.3684093,41.821839,828.592,14.5369,1.8013409985737668e+30,1.7896500000000001e+30,14971.85,702657.0,536353010519.99805,1.4531777536228828e+18,1231542387390.8518
Kepler-172 c,Kepler-172,1,4,Transit,2014,Kepler,0,6.38899658,0.0666,0.0,970.0,5527.0,0.26,4.38,283.3684093,41.821839,828.592,14.5369,1.9199003371866226e+30,1.90896e+30,18412.190000000002,730485.0,377984083771.7942,1.632760617564857e+18,1169160977710.9114
Kepler-172 d,Kepler-172,1,4,Transit,2014,Kepler,0,14.62698952,0.1132,0.0,735.0,5583.0,0.02,4.39,283.3684093,41.821839,828.592,14.5369,1.7986666770540493e+30,1.7896500000000001e+30,14079.91,702657.0,605559267412.2743,1.4531777536228828e+18,1231542387390.8518
Kepler-172 d,Kepler-172,1,4,Transit,2014,Kepler,0,14.62709685,0.1157,0.0,736.0,5527.0,0.26,4.38,283.3684093,41.821839,828.592,14.5369,1.9204593172957597e+30,1.90896e+30,17201.7,730485.0,433179700559.3997,1.632760617564857e+18,1169160977710.9114
Kepler-172 e,Kepler-172,1,4,Transit,2014,Kepler,0,35.1185226,0.203,0.0,549.0,5583.0,0.02,4.39,283.3684093,41.821839,828.592,14.5369,1.799438249793231e+30,1.7896500000000001e+30,15354.11,702657.0,509440392322.6748,1.4531777536228828e+18,1231542387390.8518
Kepler-172 e,Kepler-172,1,4,Transit,2014,Kepler,0,35.1184432,0.2074,0.0,550.0,5527.0,0.26,4.38,283.3684093,41.821839,828.592,14.5369,1.9190091878418955e+30,1.90896e+30,20769.46,730485.0,296915156507.15594,1.632760617564857e+18,1169160977710.9114
Kepler-1720 b,Kepler-1720,1,1,Transit,2021,Kepler,0,12.70637048,0.1043,0.0,703.0,5582.0,-0.02,4.55,296.8086813,47.1718557,629.445,14.6634,1.8643661370183582e+30,1.86919e+30,20196.07,591345.0,305072594248.44275,8.661864716657103e+17,2157953352013.7698
Kepler-1720 b,Kepler-1720,1,1,Transit,2021,Kepler,0,12.70636123,0.1043,0.0,697.0,5573.0,-0.04,4.56,296.8086813,47.1718557,629.445,14.6634,1.8643688514686612e+30,1.86919e+30,17520.25,584388.0,405375002421.28925,8.359734361932069e+17,2235944252620.965
Kepler-1721 b,Kepler-1721,1,1,Transit,2021,Kepler,0,4.59239382,0.0519,0.0,924.0,5351.0,-0.04,4.58,283.5441984,45.2256548,641.374,14.8762,1.7585111832193757e+30,1.769765e+30,15991.21,556560.0,458974127664.12994,7.22145285557246e+17,2450704914087.1353
Kepler-1721 b,Kepler-1721,1,1,Transit,2021,Kepler,0,4.59239084,0.052,0.0,927.0,5361.0,-0.04,4.58,283.5441984,45.2256548,641.374,14.8762,1.768697881102759e+30,1.769765e+30,16373.47,556560.0,440329642198.82855,7.22145285557246e+17,2450704914087.1353
Kepler-1722 b,Kepler-1722,1,1,Transit,2021,Kepler,0,9.17858526,0.0819,0.0,753.0,5506.0,-0.2,4.58,296.6627402,41.2611985,772.283,14.8579,1.7299020809057993e+30,1.74988e+30,14653.3,549603.0,537720213689.9018,6.954019325114433e+17,2516357689257.938
Kepler-1722 b,Kepler-1722,1,1,Transit,2021,Kepler,0,9.17858057,0.0815,0.0,758.0,5500.0,-0.2,4.57,296.6627402,41.2611985,772.283,14.8579,1.7046808635001468e+30,1.7101099999999998e+30,14844.43,556560.0,516323339829.24603,7.22145285557246e+17,2368096883275.209
Kepler-1723 b,Kepler-1723,1,1,Transit,2021,Kepler,0,39.7529915,0.2249,0.0,568.0,6072.0,-0.3,4.41,294.4627362,46.8214022,811.278,14.2875,1.9096335817207368e+30,1.90896e+30,15099.27,702657.0,559041263411.9872,1.4531777536228828e+18,1313645213216.9084
Kepler-1723 b,Kepler-1723,1,1,Transit,2021,Kepler,0,39.7530284,0.2249,0.0,568.0,6072.0,-0.3,4.41,294.4627362,46.8214022,811.278,14.2875,1.9096300365595616e+30,1.90896e+30,17838.8,702657.0,400519520793.79297,1.4531777536228828e+18,1313645213216.9084
Kepler-1724 b,Kepler-1724,1,1,Transit,2021,Kepler,0,6.45443377,0.0683,0.0,999.0,6092.0,-0.22,4.5,296.1207272,47.9214736,1060.77,14.8169,2.028930272923167e+30,2.02827e+30,15608.95,653958.0,555808861840.2831,1.1714889059751555e+18,1731360826086.231
Kepler-1724 b,Kepler-1724,1,1,Transit,2021,Kepler,0,6.45442931,0.0683,0.0,999.0,6092.0,-0.22,4.5,296.1207272,47.9214736,1060.77,14.8169,2.028933076899075e+30,2.02827e+30,15800.08,653958.0,542443955494.6476,1.1714889059751555e+18,1731360826086.231
Kepler-1725 b,Kepler-1725,1,1,Transit,2021,Kepler,0,16.71987223,0.1334,0.0,749.0,6108.0,0.07,4.47,294.3735518,40.1946345,558.652,13.0267,2.2528013036715146e+30,2.2470049999999998e+30,15099.27,716571.0,659502901015.107,1.5412258817404547e+18,1457933601181.504
Kepler-1725 b,Kepler-1725,1,1,Transit,2021,Kepler,0,16.71987303,0.1302,0.0,767.0,6020.0,0.0,4.39,294.3735518,40.1946345,558.652,13.0267,2.0945383243600812e+30,2.087925e+30,16054.92,751356.0,542347625544.3322,1.776748206952909e+18,1175138374604.4429
Kepler-1726 b,Kepler-1726,1,1,Transit,2021,Kepler,0,18.39628156,0.1295,0.0,630.0,5470.0,-0.08,4.48,284.3861498,45.7197342,390.552,13.6766,1.702434916783388e+30,1.6902249999999998e+30,15545.24,612216.0,470198651067.75226,9.611753750766944e+17,1758498026299.4492
Kepler-1726 b,Kepler-1726,1,1,Transit,2021,Kepler,0,18.39629744,0.1306,0.0,582.0,5316.0,0.0,4.57,284.3861498,45.7197342,390.552,13.6766,1.7461839569694288e+30,1.74988e+30,15736.37,556560.0,470637578422.89014,7.22145285557246e+17,2423168903816.493
Kepler-1727 b,Kepler-1727,1,1,Transit,2021,Kepler,0,9.0293089,0.0796,0.0,757.0,5349.0,-0.12,4.53,290.3336142,38.7282722,894.187,15.3759,1.6411621420651735e+30,1.6305699999999998e+30,17329.120000000003,570474.0,364757470759.72974,7.77671487904546e+17,2096733679144.6587
Kepler-1727 b,Kepler-1727,1,1,Transit,2021,Kepler,0,9.02930689,0.0796,0.0,757.0,5349.0,-0.12,4.53,290.3336142,38.7282722,894.187,15.3759,1.6411628727383717e+30,1.6305699999999998e+30,16373.47,570474.0,408578914615.04144,7.77671487904546e+17,2096733679144.6587
Kepler-1728 b,Kepler-1728,1,1,Transit,2021,Kepler,0,4.7830027,0.0535,0.0,886.0,5170.0,0.18,4.57,287.0940046,39.0607801,651.783,15.084,1.7757482800159855e+30,1.769765e+30,15927.5,563517.0,467188236340.8217,7.495656498082584e+17,2361054032362.225
Kepler-1728 b,Kepler-1728,1,1,Transit,2021,Kepler,0,4.78300451,0.0535,0.0,886.0,5170.0,0.18,4.57,287.0940046,39.0607801,651.783,15.084,1.7757469360474523e+30,1.769765e+30,17583.96,563517.0,383312889518.2939,7.495656498082584e+17,2361054032362.225
Kepler-1729 b,Kepler-1729,1,1,Transit,2021,Kepler,0,4.22096578,0.0418,0.0,595.0,3837.0,-0.06,4.75,296.6939428,42.6261145,576.181,15.6458,1.087493053324319e+30,1.07379e+30,16692.02,361764.0,260504015652.4973,1.9831914904615866e+17,5414454454673.341
Kepler-1729 b,Kepler-1729,1,1,Transit,2021,Kepler,0,4.22096715,0.0419,0.0,600.0,3861.0,-0.05,4.75,296.6939428,42.6261145,576.181,15.6458,1.0953160034539682e+30,1.093675e+30,17583.96,361764.0,236435008669.6986,1.9831914904615866e+17,5514722129759.885
Kepler-1730 b,Kepler-1730,1,1,Transit,2021,Kepler,0,13.81020094,0.1131,0.0,833.0,5942.0,-0.04,4.33,281.9605834,43.7030386,1427.08,15.3758,2.0123759951029108e+30,2.008385e+30,30262.25,793097.9999999999,146660250479.95386,2.0896289354406717e+18,961120400822.006
Kepler-1730 b,Kepler-1730,1,1,Transit,2021,Kepler,0,13.81020318,0.1131,0.0,833.0,5942.0,-0.04,4.33,281.9605834,43.7030386,1427.08,15.3758,2.0123753422925496e+30,2.008385e+30,29051.76,793097.9999999999,159136504886.81653,2.0896289354406717e+18,961120400822.006
Kepler-1731 b,Kepler-1731,1,1,Transit,2021,Kepler,0,21.76129394,0.1369,0.0,498.0,4919.0,-0.18,4.58,291.2544229,36.7434302,169.948,12.4974,1.4373489718699993e+30,1.43172e+30,15800.08,500904.0,384281409083.7117,5.264439131712323e+17,2719605952655.9966
Kepler-1731 b,Kepler-1731,1,1,Transit,2021,Kepler,0,21.76129812,0.1401,0.0,486.0,4859.0,0.0,4.61,291.2544229,36.7434302,169.948,12.4974,1.5405156593324844e+30,1.55103e+30,16118.63,500904.0,395745138415.68054,5.264439131712323e+17,2946239782043.996
Kepler-1732 b,Kepler-1732,1,1,Transit,2021,Kepler,0,32.3123975,0.2015,0.0,582.0,6000.0,-0.06,4.48,292.2910129,37.5807686,1289.41,14.7163,2.078777916532201e+30,2.06804e+30,18348.48,674829.0,412110455050.0581,1.287270516026149e+18,1606531008248.4563
Kepler-1732 b,Kepler-1732,1,1,Transit,2021,Kepler,0,32.3122867,0.2015,0.0,699.0,5821.0,0.04,4.11,292.2910129,37.5807686,1289.41,14.7163,2.0787921729659966e+30,2.06804e+30,30835.64,1036593.0,145918670204.0392,4.665663623464465e+18,443246699054.65393
Kepler-1733 b,Kepler-1733,1,1,Transit,2021,Kepler,0,9.22958009,0.0886,0.0,959.0,6363.0,-0.26,4.44,291.1384628,37.8592447,2080.51,15.357,2.1660006809148087e+30,2.14758e+30,14717.01,716571.0,667459843862.4764,1.5412258817404547e+18,1393423264846.0393
Kepler-1733 b,Kepler-1733,1,1,Transit,2021,Kepler,0,9.22961384,0.0933,0.0,1021.0,6320.0,0.24,4.35,291.1384628,37.8592447,2080.51,15.357,2.5292932104251516e+30,2.525395e+30,17775.09,869625.0,534295215467.7212,2.754765646199211e+18,916736784301.1703
Kepler-1734 b,Kepler-1734,1,1,Transit,2021,Kepler,0,6.79685353,0.0714,0.0,985.0,6061.0,-0.1,4.49,294.163167,41.4517316,1482.83,15.3171,2.0902590949857625e+30,2.087925e+30,12805.71,674829.0,850743266547.762,1.287270516026149e+18,1621978421789.307
Kepler-1734 b,Kepler-1734,1,1,Transit,2021,Kepler,0,6.79684436,0.0714,0.0,985.0,6061.0,-0.1,4.49,294.163167,41.4517316,1482.83,15.3171,2.090264735158706e+30,2.087925e+30,13506.52,674829.0,764751055873.5157,1.287270516026149e+18,1621978421789.307
Kepler-1735 b,Kepler-1735,1,1,Transit,2021,Kepler,0,7.71792296,0.0623,0.0,502.0,3939.0,-0.25,4.74,281.0503476,47.1882005,245.303,15.2237,1.0769227967126947e+30,1.07379e+30,5861.320000000001,361764.0,2092181845029.1318,1.9831914904615866e+17,5414454454673.341
Kepler-1735 b,Kepler-1735,1,1,Transit,2021,Kepler,0,7.71790675,0.0621,0.0,502.0,3975.0,-0.34,4.75,281.0503476,47.1882005,245.303,15.2237,1.0665888891027313e+30,1.07379e+30,5733.900000000001,354807.0,2165222591785.3953,1.8709627787979344e+17,5739237638334.494
Kepler-1736 b,Kepler-1736,1,1,Transit,2021,Kepler,0,37.8101174,0.2188,0.0,566.0,6085.0,-0.28,4.45,289.7766991,38.2622374,1430.0,14.6161,1.943780450817706e+30,1.94873e+30,15545.24,674829.0,536856320870.8214,1.287270516026149e+18,1513846527003.353
Kepler-1736 b,Kepler-1736,1,1,Transit,2021,Kepler,0,37.8102649,0.2188,0.0,566.0,6085.0,-0.28,4.45,289.7766991,38.2622374,1430.0,14.6161,1.9437652852504705e+30,1.94873e+30,14844.43,674829.0,588738575890.386,1.287270516026149e+18,1513846527003.353
Kepler-1738 b,Kepler-1738,1,1,Transit,2021,Kepler,0,7.67465618,0.0781,0.0,957.0,6063.0,-0.02,4.47,296.1313474,47.4388098,1302.87,15.4178,2.1456385006236763e+30,2.14758e+30,14844.43,695700.0,649883072209.508,1.410440010853996e+18,1522631223925.4182
Kepler-1738 b,Kepler-1738,1,1,Transit,2021,Kepler,0,7.6746614,0.0781,0.0,957.0,6063.0,-0.02,4.47,296.1313474,47.4388098,1302.87,15.4178,2.1456355818684167e+30,2.14758e+30,17838.8,695700.0,450018547360.25757,1.410440010853996e+18,1522631223925.4182
Kepler-1739 b,Kepler-1739,1,1,Transit,2021,Kepler,0,7.34372823,0.0698,0.0,838.0,5734.0,-0.48,4.59,296.2320536,47.6788626,783.666,14.6422,1.6728399190577939e+30,1.6703399999999998e+30,12104.9,535689.0,761969688253.1866,6.439124094752074e+17,2594048469047.7344
Kepler-1739 b,Kepler-1739,1,1,Transit,2021,Kepler,0,7.34373964,0.0697,0.0,839.0,5757.0,-0.5,4.6,296.2320536,47.6788626,783.666,14.6422,1.665655182523512e+30,1.7101099999999998e+30,11722.640000000001,528732.0,808984066358.3053,6.191493142046437e+17,2762031646916.704
Kepler-174 b,Kepler-174,1,3,Transit,2014,Kepler,0,13.98177228,0.095,0.0,507.0,4590.0,-0.64,4.66,287.4389454,43.8320052,384.757,14.2858,1.1635034502756832e+30,1.15333e+30,11977.48,410463.0,541305563119.24835,2.8967475898918285e+17,3981465295852.9536
Kepler-174 b,Kepler-174,1,3,Transit,2014,Kepler,0,13.98177862,0.0978,0.0,553.0,4859.0,-0.52,4.62,287.4389454,43.8320052,384.757,14.2858,1.2694424884425271e+30,1.27264e+30,13315.39,452205.0,477871325260.81384,3.873420879807786e+17,3285571177235.853
Kepler-174 c,Kepler-174,1,3,Transit,2014,Kepler,0,44.0004287,0.2039,0.0,346.0,4590.0,-0.64,4.66,287.4389454,43.8320052,384.757,14.2858,1.1616068656986283e+30,1.15333e+30,9301.66,410463.0,896074197955.4332,2.8967475898918285e+17,3981465295852.9536
Kepler-174 c,Kepler-174,1,3,Transit,2014,Kepler,0,44.0003975,0.21,0.0,377.0,4859.0,-0.52,4.62,287.4389454,43.8320052,384.757,14.2858,1.2690127718787118e+30,1.27264e+30,9938.76,452205.0,857447048627.5337,3.873420879807786e+17,3285571177235.853
Kepler-174 d,Kepler-174,1,3,Transit,2014,Kepler,0,247.354265,0.6448,0.0,194.0,4590.0,-0.64,4.66,287.4389454,43.8320052,384.757,14.2858,1.1624053199619229e+30,1.15333e+30,13379.1,410463.0,433420564012.56836,2.8967475898918285e+17,3981465295852.9536
Kepler-174 d,Kepler-174,1,3,Transit,2014,Kepler,0,247.354914,0.6639,0.0,212.0,4859.0,-0.52,4.62,287.4389454,43.8320052,384.757,14.2858,1.2687855663917814e+30,1.27264e+30,14589.59,452205.0,397839388154.83325,3.873420879807786e+17,3285571177235.853
Kepler-1740 b,Kepler-1740,1,1,Transit,2021,Kepler,0,8.17242018,0.0818,0.0,918.0,5993.0,0.07,4.49,293.873663,38.9224548,1061.77,15.2863,2.1741016450950725e+30,2.167465e+30,23891.25,688743.0,254218892678.3655,1.3685485320916216e+18,1583769189892.9988
Kepler-1740 b,Kepler-1740,1,1,Transit,2021,Kepler,0,8.17242644,0.0779,0.0,858.0,5705.0,-0.06,4.5,293.873663,38.9224548,1061.77,15.2863,1.8777234989722253e+30,1.86919e+30,20960.59,633087.0,285253090867.73975,1.0628666894192566e+18,1758630709389.6348
Kepler-1741 b,Kepler-1741,1,1,Transit,2021,Kepler,0,2.75758462,0.0296,0.0,615.0,3683.0,-0.22,4.84,292.577073,39.120939,270.739,15.6903,9.047711530614006e+29,8.948250000000001e+29,6434.71,292194.0,1458433096875.6428,1.0449667952415086e+17,8563190754718.59
Kepler-1741 b,Kepler-1741,1,1,Transit,2021,Kepler,0,2.75759025,0.0301,0.0,640.0,3712.0,-0.11,4.79,292.577073,39.120939,270.739,15.6903,9.513960100027585e+29,9.5448e+29,7454.07,320022.0,1142826009047.3206,1.3728658889648456e+17,6952463512074.638
Kepler-1742 b,Kepler-1742,1,1,Transit,2021,Kepler,0,49.4781446,0.2587,0.0,462.0,5776.0,-0.18,4.55,286.9668086,44.9924315,669.573,14.3735,1.8762200982808416e+30,1.86919e+30,11977.48,591345.0,872888152239.6189,8.661864716657103e+17,2157953352013.7698
Kepler-1742 b,Kepler-1742,1,1,Transit,2021,Kepler,0,49.4781649,0.2583,0.0,462.0,5767.0,-0.18,4.55,286.9668086,44.9924315,669.573,14.3735,1.867529023080515e+30,1.86919e+30,12423.449999999999,591345.0,807585756513.2577,8.661864716657103e+17,2157953352013.7698
Kepler-1743 b,Kepler-1743,1,1,Transit,2021,Kepler,0,7.64972303,0.0814,0.0,1258.0,5720.0,0.24,3.92,290.5523552,48.1262575,538.807,11.9354,2.4451364572486466e+30,2.445855e+30,11340.380000000001,1405314.0,1268976588896.2952,1.1625422028983063e+19,210388491179.2705
Kepler-1743 b,Kepler-1743,1,1,Transit,2021,Kepler,0,7.64970832,0.0822,0.0,1144.0,5855.0,0.4,4.12,290.5523552,48.1262575,538.807,11.9354,2.5179494630849768e+30,2.525395e+30,9110.529999999999,1120077.0,2024722214685.468,5.886162498936775e+18,429039293505.0919
Kepler-1744 b,Kepler-1744,1,1,Transit,2021,Kepler,0,37.101107,0.2093,0.0,532.0,5986.0,-0.5,4.53,291.0206823,42.4624633,1091.63,15.2558,1.7670761189107308e+30,1.769765e+30,21788.82,591345.0,248424005003.23438,8.661864716657103e+17,2043168599247.0803
Kepler-1744 b,Kepler-1744,1,1,Transit,2021,Kepler,0,37.1011418,0.2093,0.0,532.0,5986.0,-0.5,4.53,291.0206823,42.4624633,1091.63,15.2558,1.7670728039604566e+30,1.769765e+30,20323.489999999998,591345.0,285537787681.7645,8.661864716657103e+17,2043168599247.0803
Kepler-1745 b,Kepler-1745,1,1,Transit,2021,Kepler,0,3.01618201,0.0408,0.0,1449.0,5611.0,0.16,4.14,293.4689924,42.8223582,996.105,14.8649,1.9805540885946916e+30,1.968615e+30,14334.75,973979.9999999999,643297975546.8076,3.8702473897833636e+18,508653530830.2844
Kepler-1745 b,Kepler-1745,1,1,Transit,2021,Kepler,0,3.01618319,0.0417,0.0,1305.0,6043.0,-0.04,4.46,293.4689924,42.8223582,996.105,14.8649,2.1145309355513467e+30,2.10781e+30,10639.57,695700.0,1246727716185.5334,1.410440010853996e+18,1494434349408.2808
Kepler-1746 b,Kepler-1746,1,1,Transit,2021,Kepler,0,321.2125073,0.8767,0.0,268.0,5982.0,-0.5,4.47,288.3203979,42.2613874,979.541,13.4903,1.7325645879039398e+30,1.7299949999999998e+30,32237.26,626130.0,111270211454.9179,1.0282107679125631e+18,1682529549376.5098
Kepler-1746 b,Kepler-1746,1,1,Transit,2021,Kepler,0,321.2124365,0.9453,0.0,310.0,6018.0,0.06,4.26,288.3203979,42.2613874,979.541,13.4903,2.1719287744045376e+30,2.167465e+30,46189.75,897453.0,67945403076.601814,3.027776056460154e+18,715860406972.7784
Kepler-1747 b,Kepler-1747,1,1,Transit,2021,Kepler,0,6.230335,0.066,0.0,875.0,5477.0,0.21,4.56,284.2096557,45.258082,1321.38,15.9687,1.964854145227114e+30,1.94873e+30,23572.7,598302.0,236002923461.88318,8.971188315437494e+17,2172209445928.8665
Kepler-1747 b,Kepler-1747,1,1,Transit,2021,Kepler,0,6.23033032,0.066,0.0,875.0,5477.0,0.21,4.56,284.2096557,45.258082,1321.38,15.9687,1.9648570970837192e+30,1.94873e+30,26184.81,598302.0,191266028263.90366,8.971188315437494e+17,2172209445928.8665
Kepler-1748 b,Kepler-1748,1,1,Transit,2021,Kepler,0,5.82349237,0.0615,0.0,955.0,5774.0,-0.22,4.53,285.967897,45.7390789,1083.28,15.8529,1.8196155285503331e+30,1.8294200000000002e+30,17265.41,598302.0,407409888829.5261,8.971188315437494e+17,2039217030871.9973
Kepler-1748 b,Kepler-1748,1,1,Transit,2021,Kepler,0,5.82348911,0.0615,0.0,955.0,5774.0,-0.22,4.53,285.967897,45.7390789,1083.28,15.8529,1.8196175657991965e+30,1.8294200000000002e+30,19113.0,598302.0,332451368274.908,8.971188315437494e+17,2039217030871.9973
Kepler-1749 b,Kepler-1749,1,1,Transit,2021,Kepler,0,14.53410833,0.0956,0.0,420.0,3957.0,-0.16,4.69,290.2945805,45.5645196,268.2,14.6958,1.0972818603521641e+30,1.093675e+30,8664.560000000001,382635.00000000006,975508137395.7065,2.346619568058337e+17,4660640416055.762
Kepler-1749 b,Kepler-1749,1,1,Transit,2021,Kepler,0,14.53410194,0.0978,0.0,428.0,4023.0,-0.11,4.7,290.2945805,45.5645196,268.2,14.6958,1.1747933220229354e+30,1.173215e+30,8791.98,396548.99999999994,1014363958535.0769,2.6120361693008397e+17,4491572566217.69
Kepler-175 b,Kepler-175,1,2,Transit,2014,Kepler,0,11.90350858,0.1047,0.0,827.0,6063.0,-0.02,4.47,289.553232,43.876116,1312.34,14.9115,2.1488760972265268e+30,2.14758e+30,17329.120000000003,695700.0,477599738691.30365,1.410440010853996e+18,1522631223925.4182
Kepler-175 b,Kepler-175,1,2,Transit,2014,Kepler,0,11.90352088,0.1047,0.0,827.0,6063.0,-0.02,4.47,289.553232,43.876116,1312.34,14.9115,2.1488716563283075e+30,2.14758e+30,16309.76,695700.0,539164215760.1615,1.410440010853996e+18,1522631223925.4182
Kepler-175 c,Kepler-175,1,2,Transit,2014,Kepler,0,34.0350559,0.2109,0.0,583.0,6063.0,-0.02,4.47,289.553232,43.876116,1312.34,14.9115,2.1483157451471512e+30,2.14758e+30,20514.620000000003,695700.0,340703724754.67126,1.410440010853996e+18,1522631223925.4182
Kepler-175 c,Kepler-175,1,2,Transit,2014,Kepler,0,34.0350605,0.2109,0.0,583.0,6063.0,-0.02,4.47,289.553232,43.876116,1312.34,14.9115,2.1483151644370475e+30,2.14758e+30,17583.96,695700.0,463735500008.39087,1.410440010853996e+18,1522631223925.4182
Kepler-1750 b,Kepler-1750,1,1,Transit,2021,Kepler,0,205.912735,0.6785,0.0,298.0,5644.0,0.14,4.46,292.3514917,48.5110714,1497.33,15.5339,1.9543594833308797e+30,1.94873e+30,29816.28,674829.0,146724709341.35095,1.287270516026149e+18,1513846527003.353
Kepler-1750 b,Kepler-1750,1,1,Transit,2021,Kepler,0,205.912082,0.6469,0.0,297.0,5717.0,-0.3,4.46,292.3514917,48.5110714,1497.33,15.5339,1.693827199373056e+30,1.6902249999999998e+30,30771.93,626130.0,119389285866.95555,1.0282107679125631e+18,1643850709160.9578
Kepler-1751 b,Kepler-1751,1,1,Transit,2021,Kepler,0,7.01734994,0.0712,0.0,984.0,6052.0,-0.26,4.46,284.8465476,49.6923412,1291.47,15.232,1.9445316702225432e+30,1.928845e+30,9938.76,674829.0,1313881923447.2188,1.287270516026149e+18,1498399113462.5024
Kepler-1751 b,Kepler-1751,1,1,Transit,2021,Kepler,0,7.01733571,0.0712,0.0,984.0,6052.0,-0.26,4.46,284.8465476,49.6923412,1291.47,15.232,1.944539556609875e+30,1.928845e+30,10257.310000000001,674829.0,1233546551741.9124,1.287270516026149e+18,1498399113462.5024
Kepler-1752 b,Kepler-1752,1,1,Transit,2021,Kepler,0,56.3592236,0.2698,0.0,419.0,5446.0,-0.2,4.53,290.8541401,51.2227435,962.888,15.796,1.640276796409073e+30,1.6305699999999998e+30,33511.46,570474.0,97484634233.06833,7.77671487904546e+17,2096733679144.6587
Kepler-1752 b,Kepler-1752,1,1,Transit,2021,Kepler,0,56.3587987,0.2698,0.0,419.0,5446.0,-0.2,4.53,290.8541401,51.2227435,962.888,15.796,1.6403015292371003e+30,1.6305699999999998e+30,32109.84,570474.0,106182545004.31155,7.77671487904546e+17,2096733679144.6587
Kepler-1753 b,Kepler-1753,1,1,Transit,2021,Kepler,0,16.00454026,0.1179,0.0,586.0,5178.0,0.02,4.59,288.236664,46.6058744,707.688,15.5134,1.6973692002659082e+30,1.6902249999999998e+30,14462.17,542646.0,541645471472.44183,6.693271280307855e+17,2525259965142.5728
Kepler-1753 b,Kepler-1753,1,1,Transit,2021,Kepler,0,16.00460392,0.1179,0.0,583.0,5180.0,0.0,4.6,288.236664,46.6058744,707.688,15.5134,1.697355697362752e+30,1.7101099999999998e+30,14271.04,535689.0,556246561432.4012,6.439124094752074e+17,2655811527834.5854
Kepler-1754 b,Kepler-1754,1,1,Transit,2021,Kepler,0,8.19596647,0.0718,0.0,672.0,4723.0,0.08,4.56,295.4570818,50.0771838,718.945,15.8578,1.46182133277314e+30,1.451605e+30,12996.84,521775.0,577596395061.8307,5.950293795790296e+17,2439551810075.2925
Kepler-1754 b,Kepler-1754,1,1,Transit,2021,Kepler,0,8.19593235,0.0718,0.0,672.0,4723.0,0.08,4.56,295.4570818,50.0771838,718.945,15.8578,1.461833504041902e+30,1.451605e+30,14016.2,521775.0,496641564326.9277,5.950293795790296e+17,2439551810075.2925
Kepler-1755 b,Kepler-1755,1,1,Transit,2021,Kepler,0,24.81093193,0.1668,0.0,631.0,6086.0,-0.26,4.51,296.846092,40.1385777,982.383,14.3856,1.999969133944119e+30,1.9885e+30,28032.4,640044.0,169866779722.38943,1.0982927111718765e+18,1810537372936.1035
Kepler-1755 b,Kepler-1755,1,1,Transit,2021,Kepler,0,24.81097206,0.1668,0.0,631.0,6086.0,-0.26,4.51,296.846092,40.1385777,982.383,14.3856,1.9999626643308974e+30,1.9885e+30,26885.62,640044.0,184666237124.54776,1.0982927111718765e+18,1810537372936.1035
Kepler-1757 b,Kepler-1757,1,1,Transit,2021,Kepler,0,19.65644811,0.1331,0.0,550.0,5284.0,-0.24,4.61,297.7397823,46.9418957,807.308,15.3679,1.618994549386194e+30,1.6305699999999998e+30,16309.76,514818.0,406215012408.5493,5.7154414295829965e+17,2852920496324.5815
